cluster,MYC,BCL2,BCL6,MME,IRF4,CD19,PAX5,CCND2
0,0.11905113406909051,0.17158235064989083,-0.11423050934813364,-0.13300550783726187,0.10272351595345423,0.08920766677585161,0.04013081144497116,-0.09201782029589363
1,-0.142426470895441,-0.20527203593731194,0.1366593308183154,0.1591207445359022,-0.1228929734237671,-0.10672332737567729,-0.048010377162477094,0.11008524619874041
