file_id,file_name,file_size,case_id,case_submitter_id,sample_type
6af8ceae-26b8-45cb-8478-680aecb77cff,7d55da32-e712-4c8e-b030-4548790fe9d1.rna_seq.augmented_star_gene_counts.tsv,4254301,9d233392-ebd1-40bb-95fd-9c9a8274d09b,DLBCL10898,Tumor
35f8d895-aa52-4cda-ae3c-e794e08f3f87,83c64705-b3c8-4212-a38b-cda196266a1e.rna_seq.augmented_star_gene_counts.tsv,4233941,a8e2ed87-f707-44f0-91c4-50087e9e2570,DLBCL10924,Tumor
fe0f5621-3e3e-4a2f-b850-1ff324836e03,74977f60-0743-4523-9c3f-e8fa8c271166.rna_seq.augmented_star_gene_counts.tsv,4245355,9d58548d-9332-4f91-9566-44e6b206bafc,DLBCL11591,Tumor
63766797-2339-4ddd-96dd-2a20a3e9b5fb,050706b9-12f0-4741-b609-da9053e3b6cc.rna_seq.augmented_star_gene_counts.tsv,4191584,9ddf37c7-86cd-4395-88f7-42e6babe00dd,DLBCL10536,Tumor
afa271b1-4521-44e5-a7ff-c5bcff0ebe6f,da24127a-e740-420d-9f89-1445e46a9a86.rna_seq.augmented_star_gene_counts.tsv,4221763,a9ff52d3-c04c-4ef3-b06d-c32783f9ffdb,DLBCL11261,Tumor
db1be1ee-5631-49df-b3fe-18008085bca3,b05b846c-f990-4dc2-a66b-9d8e34e9f66f.rna_seq.augmented_star_gene_counts.tsv,4210937,9eb724d1-d520-4e2c-97d7-ee838e656839,DLBCL10926,Tumor
0b6eedc3-0ebd-43cf-b596-36a1e688895f,74ba912a-98d4-4899-8c81-2afbc0a1e147.rna_seq.augmented_star_gene_counts.tsv,4240565,acb0fb1b-6ed0-48c9-8c27-d9cdc40f43fa,DLBCL10847,Tumor
40fcf811-dc02-4245-bc59-a3a7a7e1431c,eb0fde9b-99cf-4343-b7df-56eb71fb2c00.rna_seq.augmented_star_gene_counts.tsv,4228804,9fadba03-c0a2-443b-a7ac-24a07756257a,DLBCL10854,Tumor
fbc6be0d-298c-4f4f-bd1a-7ba38f195d43,90c23d85-97d3-489d-8e2e-9eef4dd691c5.rna_seq.augmented_star_gene_counts.tsv,4226981,a0095c76-fc36-4ffb-839d-0c3abc7a27c2,DLBCL11260,Tumor
31882571-9a19-4e00-82e2-055305fa0a73,b3a37315-bde4-4975-9b05-1d92de26a676.rna_seq.augmented_star_gene_counts.tsv,4242584,aefb5e8d-a6f6-42e8-baab-e65d057c022f,DLBCL10858,Tumor
246dcd99-5b10-42c5-8790-9a6c5055a8e1,4f841fd8-8247-4e49-bb8f-4631717403d5.rna_seq.augmented_star_gene_counts.tsv,4234077,afe72df5-dcab-4f68-9a9b-631ec1c01bdf,DLBCL11512,Tumor
435fe14e-7281-47b7-ae2e-6db7c3d8a059,9d2f7685-da6a-4b55-aaf7-8d2eee6c95b6.rna_seq.augmented_star_gene_counts.tsv,4246912,c703698d-c24c-4e16-9a15-139270a8353f,DLBCL10977,Tumor
b7a266a4-2424-4f7d-bf19-3c8ed51f99c9,232f28d3-b282-4172-8107-dd7e9cf760ee.rna_seq.augmented_star_gene_counts.tsv,4215875,b01e9ad9-e84d-4f06-8bb3-9b19074f9b94,DLBCL11262,Tumor
981fd6c0-f396-40cd-954a-89d0982b8a1c,e3e0bc17-c027-4427-911d-b91f55b1fb76.rna_seq.augmented_star_gene_counts.tsv,4245363,c75538d3-1d2e-4ff9-bc2e-a6cbf9599164,DLBCL11437,Tumor
1c36594e-186e-4ecd-a2b4-4473c8e87c7a,a9378b0b-b964-40d9-98f5-e4c23f34b5ea.rna_seq.augmented_star_gene_counts.tsv,4194795,b0288ccb-f435-4621-aab6-e4318df5c7cb,DLBCL11563,Tumor
f5f0788e-2a44-4a4c-bf26-ddbb239ddbb7,e6403655-ebff-4718-8e10-b3cfb9879fe7.rna_seq.augmented_star_gene_counts.tsv,4224261,b0a613b9-6f33-47b2-a1b5-916b04f08e34,DLBCL11213,Tumor
7282abc8-1267-4ea3-975f-f6a04b8a9372,94e5033b-9406-4adb-98cf-17002c87cdc5.rna_seq.augmented_star_gene_counts.tsv,4237018,c86a4ebc-3bad-41f8-a7c9-c2656e36a10c,DLBCL10920,Tumor
8e766dba-f0e4-4b50-b74c-8ab784f0e373,c0047464-e029-4346-a0d0-9f1c0de4a592.rna_seq.augmented_star_gene_counts.tsv,4223333,c93d8f7b-da17-4846-bcae-1c3e42f34791,DLBCL10458,Tumor
aec5826f-55b9-4cd4-8672-2546764ef67f,190d4736-a771-4b97-bbf8-2f75792bd15e.rna_seq.augmented_star_gene_counts.tsv,4218992,c96849ce-0509-489e-b6fa-e17b4d865003,DLBCL10935,Tumor
1299cbdb-46ec-4f79-97c8-fa73a28dcf9d,6d527db2-8af1-43bd-bec9-95dadd0f5e53.rna_seq.augmented_star_gene_counts.tsv,4190150,bd863c43-bb5f-4077-9ab9-20dcc6e42822,DLBCL10564,Tumor
04024226-0bf0-4620-9c09-0e38cc6f17d6,db8b6079-d896-4425-9ccc-0a8463ba8388.rna_seq.augmented_star_gene_counts.tsv,4230728,cb510f8d-0378-4362-a352-d7231ffec5e4,DLBCL11676,Tumor
a075a82d-66ae-491f-9e24-3458eabed78a,df9dca5b-dafe-4f17-a13c-715ead03553d.rna_seq.augmented_star_gene_counts.tsv,4250578,cbd1412a-d9d6-4f7f-9aae-4aed217ed24e,DLBCL11589,Tumor
